Date,Ticker,Speaker,Speaker_Type,Text,session,Content_Type,Description,Role,WC,Analytic,Clout,Authentic,Tone,Sixltr,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
2020-05-01,AAPL,Tim Cook,executive,"I haven’t seen what you’re asking. No. I have seen a strong customer response to iPhone SE, which is our most affordable iPhone. But it appears that those customers are primarily coming from wanting a smaller form factor with the latest technology, or coming over from it from Android. So, those are the two principal kind of segments versus somebody buying down, as you’re talking about it. We’ve also seen -- we launched the iPad Pro in the midst of all of this and the reception there has also been incredibly good. And that’s obviously our top of the line iPad. And so, I’m not seeing what you’re alluding to, at least at this point.",question_answer,Unscripted,CEO,executive,113,32.17,70.24,29.1,59.28,17.7,60.18,20.35,8.85,2.65,3.54,2.65,0,0,11.5,7.08,15.04,11.5,6.19,8.85,2.65,20.35,7.08,5.31,2.65,0.88,3.54,1.77,1.77,0,0,0,0,8.85,0,0,0,0,13.27,0,2.65,0.88,4.42,1.77,4.42,4.42,4.42,0,0,0,0,0,0,0,9.73,3.54,0.88,5.31,0.88,0,4.42,10.62,1.77,11.5,2.65,7.96,0.88,1.77,0,0,3.54,0,0,0,0,0,0,0,0,20.35,7.08,5.31,0,0,0,0,1.77,0,6.19,0,0
2013-04-23,AAPL,Tim Cook,executive,"Toni, just one other point on that is, as you get further, we see this on most of our product line, as you get further from a previous product launch, there is a general within a line, a general lower mix than where it starts. And so you’d expect, all things being equal, you’d expect to see that on most of our products.",question_answer,Unscripted,Chief Executive Officer,executive,63,59.85,97.14,37.24,7.46,12.7,57.14,20.63,11.11,0,4.76,6.35,0,0,9.52,6.35,17.46,7.94,6.35,6.35,0,15.87,17.46,14.29,1.59,1.59,6.35,1.59,0,1.59,0,0,1.59,11.11,0,0,0,0,17.46,0,6.35,3.17,3.17,1.59,3.17,3.17,3.17,0,0,0,0,0,0,0,9.52,4.76,0,1.59,3.17,0,1.59,11.11,3.17,19.05,1.59,14.29,3.17,4.76,0,0,0,0,0,0,0,0,0,0,0,19.05,3.17,12.7,0,0,0,0,0,0,3.17,0,0
2016-01-27,AAPL,Tim Cook,executive,"Yeah. So, last question first. The number of people who had an iPhone prior to the iPhone 6 and 6 Plus announcements -- and so this was in September of 2014 that have not yet upgraded to a 6, 6 Plus or 6s or 6s Plus is now 60%. So, another way to think about that is 40% have, 60% have not. In terms of your initial question about is there some of the compare issue that are people that ran out quickly to buy a 6 and 6 Plus and sort of accelerated? There is no doubt that we had a unbelievable year last year and the Q2 was particularly really, really strong because of the pent-up demand that left from Q1 in addition to Q2. And so there's no doubt about that. However, I think you can tell from the numbers that Luca is talking about just on the currency side and that's before thinking through the affect that price increases can sometimes have on the business over a period of time, it's clear that the economic piece is large.",question_answer,Unscripted,CEO,executive,182,57.97,52.2,63.54,17.75,13.19,60.99,10.44,2.2,0.55,0.55,1.1,0,0,8.24,8.24,17.58,10.99,9.89,10.44,2.2,14.29,2.75,1.1,0.55,6.04,1.65,1.65,0.55,1.1,1.1,0,0,5.49,0,0,0,0,11.54,2.75,1.1,0,4.95,1.1,3.85,0.55,0.55,0,0,0,0,0,0,0,7.14,0.55,0.55,2.75,2.2,1.1,3.85,10.99,0,15.93,1.65,6.59,8.24,1.1,0,0,2.75,0,0,0.55,0,0,0.55,0,0,13.19,3.85,3.85,0,0,0.55,0,1.65,0,1.65,0,1.65
2014-01-28,AAPL,Tim Cook,executive,"It’s never been stronger. I’m very confident with the work that’s going on, and I think our customers are going to love what we’re going to do.",question_answer,Unscripted,CEO,executive,27,4.69,77.05,92.47,99,11.11,66.67,25.93,14.81,7.41,7.41,0,0,0,11.11,3.7,14.81,22.22,7.41,3.7,3.7,40.74,3.7,3.7,3.7,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,11.11,3.7,0,0,0,7.41,0,0,0,0,0,3.7,0,0,0,0,22.22,11.11,7.41,7.41,3.7,0,3.7,29.63,11.11,18.52,11.11,3.7,3.7,7.41,0,0,3.7,0,0,0,0,0,0,0,0,25.93,7.41,3.7,0,0,0,0,0,0,14.81,0,0
2021-10-29,AAPL,Tim Cook,executive,"Yes. I don’t see a fundamental error that we’ve made, if that’s what you’re picking out, in terms of creating the environment that we’re in. It was created for a number of reasons. The pandemic came along. Some people in the industry and some people outside the industry thought that the pandemic would reduce demand. They pulled their orders down. Things reset. And what really happened was demand went up and went up even more than a straight trend would predict. And so, the industry is working through that now. I’m making it little overly simplistic. There’s some other things like yields and things like that that are happening as well. But, those things are mainly manageable in the course of time. And so, what we’re doing is working with our partners on making sure that they have supply that we need and making sure that our demand statements are accurate as we see them and so forth. And at the same time, we are reducing our lead times and cycle times, so that when you get a chip off a fab that as quickly as possible, it’s in a product and shipping and also helping the fab partners increase their yields. And so, those things are things that we’re doing. We also support the CHIPS Act and investment there to put more investment in the ground. And so, we’re spending some time advocating for the CHIPS Act as well.",question_answer,Unscripted,CEO,executive,240,28.86,89.42,25.68,92.4,15.83,60.83,20.42,8.75,0.83,5,0.83,0,2.08,11.67,7.5,12.92,8.75,6.67,12.92,0.42,20,4.58,4.58,1.67,0,2.5,4.17,4.17,0,0,0,0,10,0,0.83,0,0,12.5,1.25,4.17,1.67,2.92,1.67,2.08,0.83,0.83,0,0,0,0,0,0,0,12.5,5.83,2.08,3.75,0.42,0.83,3.75,10,0.42,14.58,3.33,7.5,4.17,4.58,0,0,1.25,0,0,2.08,0,0,0.42,0.83,0,15.83,7.08,4.17,0,0,0,0,0,0,4.58,0,0
2020-05-01,AAPL,Tim Cook,executive,"As you know, our supply chain is global. And so, our products are truly made everywhere. And I would focus on that versus focus on one element of the manufacturing process, which tends to get more visibility, which is the final assembly. We have some final assembly in the United States; we have final assembly in China as well. I think, you’d have to conclude, or at least I conclude that if you look at the shock to the supply chain that took place this quarter, for it to come back up so quickly really demonstrates that it’s durable and resilient. And so, I feel good about where we are. That said, we’re always looking at tweaks. And it’s just not something we talk about, because if we view it as confidential and competitive information. And so, we will look at the -- as we get out of this totally, we will look to see what we learned and what we should change.",question_answer,Unscripted,CEO,executive,162,18.82,94.55,54.03,48.69,14.81,63.58,22.22,12.35,2.47,8.02,1.85,0,0,9.88,3.7,15.43,8.64,8.64,12.35,0.62,19.14,5.56,3.7,3.09,1.23,1.85,2.47,1.85,0.62,0,0,0,12.96,0,0,0,0,15.43,4.32,2.47,2.47,3.09,2.47,3.7,4.94,3.7,0.62,0.62,0,0,0,0,0,11.73,8.02,0.62,1.23,2.47,0,2.47,13.58,1.23,13.58,1.85,9.26,3.7,2.47,0,0,0,0,0,0.62,0,0,0,0.62,0,17.28,5.56,7.41,0,0.62,0,0,1.23,0,2.47,0,0
2020-05-01,AAPL,Tim Cook,executive,"Well, we’re continuing to operate. And so, as you can tell, along with everything else going on, we were able to launch and ship the iPhone SE, the iPad Pro with the Magic Keyboard, and the MacBook Air. And so, the business continues and the new products are our lifeblood. And so, we’re continuing to work. Everybody’s getting used to the work-at-home. In some areas of the Company, people maybe even more productive, in some other areas they’re not as productive. And so, it’s mixed, depending upon what the roles are. But, as you can tell from what we did this quarter, despite the environment, we have our head down, are working because we know that our customers want the products that we’ve got. They’re even more important in these times.",question_answer,Unscripted,CEO,executive,133,49.71,97.86,22.88,54.07,18.05,60.9,16.54,9.02,0,7.52,1.5,0,0,7.52,8.27,15.04,9.02,6.02,12.03,0.75,15.79,5.26,3.76,1.5,0.75,3.01,1.5,1.5,0,0,0,0,15.79,0,0,0,0,15.04,0.75,6.02,0.75,3.01,1.5,3.76,0,0,0,0,1.5,0.75,0.75,0,0,13.53,7.52,3.01,1.5,1.5,0,3.76,13.53,0.75,12.78,1.5,9.02,2.26,9.02,0,0.75,1.5,0,0,0.75,0,0,0,0.75,0,25.56,6.77,12.03,0,0,0,0,1.5,0,5.26,0,0
2015-10-28,AAPL,Tim Cook,executive,"Yes, we think about it as being – there were some clearly that were offered in the market prior to this cycle. But they became much more pervasive and much communicated, I think much wider with the September announcements. And so, I would sort of expect to begin seeing this somewhere around a year from now.",question_answer,Unscripted,Chief Executive Officer,executive,55,42.39,64.21,77.1,25.77,12.73,58.18,16.36,7.27,3.64,1.82,0,0,1.82,7.27,5.45,16.36,7.27,12.73,9.09,0,16.36,5.45,5.45,0,0,9.09,0,0,0,0,0,0,7.27,0,0,0,0,18.18,5.45,0,3.64,5.45,1.82,1.82,1.82,1.82,0,0,0,0,0,0,0,3.64,3.64,0,0,0,0,7.27,7.27,1.82,18.18,0,7.27,10.91,1.82,0,0,1.82,0,0,1.82,0,0,1.82,0,0,10.91,5.45,5.45,0,0,0,0,0,0,0,0,0
2015-10-28,AAPL,Tim Cook,executive,"There's a lot there. Let me start with the Android Switcher. What this means is that for customers to purchase an iPhone last quarter and replace the smartphone that 30% of those switched from an android device. And so there would have been some switchers on top of that from other operating systems, but obviously android is the largest one by far. And so that's what that means, and that number is the largest that we've ever recorded since we began measuring it three or so years ago. And so, it’s a huge number, we're very, very proud of that number. In terms of 2016 versus 2015 new customers, it's hard to predict. I'm very happy with how we're doing. We're doing better than we've ever been doing. People -- I know there's a fixation on the upgrade rate. When I look at the upgrade rate, Steve, what I see is I feel good that it’s a low number because that's low number means that there is 69% of the people that are out there prior to the iPhone 6 and 6 plus that haven't bother to upgrade this year. That's a large number. And so, I'd see that is opportunity. Do I think it has anything, does to length to consistency? I think part of it is and I believe that the iPhone upgrade plans that are out there as I've mentioned before it seems to me on the future. We'll tell it’s true or not, but it seems to me it’s going to act as a catalyst to accelerate some of this upgrades. And I think that's not something that we're going to see this quarter or next quarter, but it seems like it’s going to happen beginning a year for now or so. It have begins to be – you've seen the plan. They look more and active like a subscription than they do like a purchase. And that's great for the customer because many of them want to upgrade on a frequent basis and they can do this very, very simply. In terms of new, I don't know, whether we'll more new or not. I can tell you that that's always our objective. We want to add a lot more people to the ecosystem and certainly if you look in the emerging markets, even like, nobody is asking about iPad on the call. But if you look at iPad as just an example, in China, 68% of the people that purchased an iPad it was the first tablet they've owned and 40% of those have never owned any Apple product. Just to go through one product with one set of number. I don't want to get through a bunch of numbers because it does contain the data than I don't want to share. But these are things that we're very focused on. And the first time buyer number is surprisingly strong. And keep in mind that we have a good history of bunch of people buy one Apple product, they have a great experience. They begin to look at other Apple products. And of course we makes they all work well together.",question_answer,Unscripted,Chief Executive Officer,executive,524,37.57,54.56,47.4,72.25,12.79,60.88,19.27,8.4,3.44,2.67,0.76,0,1.53,10.88,7.06,14.69,11.64,5.92,8.59,1.72,20.04,5.34,3.24,1.15,3.44,2.67,3.63,3.05,0.57,0,0.19,0.38,7.25,0,0,0,0,12.79,2.48,2.1,1.34,3.24,1.53,4.39,2.29,1.72,0,0.38,0.19,0,0.19,0,0,7.44,3.05,1.72,1.53,1.72,0,2.1,17.18,1.72,11.64,0.95,5.15,5.53,2.1,0,0,1.72,0,0,0.19,0,0,0,0.19,0,16.98,5.73,3.82,0,0,0.19,0,0.38,0,6.11,0,0.76
2014-07-23,AAPL,Tim Cook,executive,"Yes, it was actually Luca, but I can comment on it. VAT was increased from 5% to 8% close to the beginning of the quarter. I think it was actually April 1 or so. That was the first planned VAT increase. There are other or at least one additional planned VAT increase in the future. This was a part of the overall tax reform package in Japan. Secondly, the carriers received some guidance from the regulators to essentially stop incenting people to transfer from another carrier at a higher amount than they were incenting their -- retaining their own customers. And so it appears that the combination of these two things dampened the whole market for smartphones in Japan. We haven’t been able to get very detailed data on share but my expectation is we're not going to see very much of a share change. And we are beginning to see some coming back of that market as we step into this quarter, may be not back to the level that it was previously but you can begin to see the market growing again which we view as very positive. In the past when we've seen these type of things, tax changes et cetera, there is usually a rush to buy before the tax increase, a pause that happens thereafter and then the market eventually goes back to some kind of steady state that may not be exactly where it was but it nears it. And so I think that’s likely our guts or that’s what happens on the VAT side. The other piece is a little harder to conclude what will happen in terms of that guidance and how long that might be employed. I don’t know that part.",question_answer,Unscripted,CEO,executive,288,49.34,47.22,83.05,44.87,17.01,58.68,16.32,5.56,1.74,2.43,0.35,0,1.04,10.76,7.64,13.19,9.72,7.29,6.94,1.74,15.28,3.12,2.43,2.08,2.78,3.82,1.04,1.04,0,0,0,0,5.56,0,0,0,0,12.85,1.39,1.04,0.35,4.86,0.69,5.56,2.43,2.08,0,0.35,0.35,0.35,0,0,0,6.25,3.12,1.39,0.69,0.69,0.35,4.51,10.42,3.82,18.4,5.56,7.64,6.6,3.82,0,0,3.12,0,0,0.35,0,0,0.35,0,0,10.76,4.86,2.43,0,0,0,0,0.69,0,2.08,0,0.69
2018-02-02,AAPL,Tim Cook,executive,"Mike, you did a good job of answering your question. I think at the beginning, we don’t really comment on future products. But I would tell you that we’re thrilled with the reception of iPhone X. And as we said when we launched it, we were setting up the next decade. And that is how we look at it. And so that's the reason it's chockfull of incredible innovation. And so you can bet that we're pulling that string.",question_answer,Unscripted,Chief Executive Officer,executive,79,9.59,99,61.71,73.09,16.46,64.56,26.58,16.46,2.53,8.86,5.06,0,0,10.13,6.33,11.39,10.13,6.33,12.66,1.27,17.72,3.8,1.27,2.53,0,0,2.53,2.53,0,0,0,0,18.99,0,0,0,0,13.92,5.06,5.06,1.27,2.53,0,2.53,2.53,1.27,1.27,0,0,0,0,0,0,12.66,8.86,0,1.27,2.53,0,3.8,12.66,1.27,13.92,2.53,5.06,6.33,2.53,0,0,1.27,0,0,0,0,0,0,0,0,18.99,8.86,3.8,0,0,0,0,0,0,6.33,0,0
2014-01-28,AAPL,Tim Cook,executive,"I would add, as a further update, we’ve been selling with China Mobile now for about a week, and last week was the best week for activations we’ve ever had in China. So it’s been an incredible start, and at this moment, we’re just selling in 16 cities with China Mobile, and as Peter alluded to, this number is projected to be over 300 cities by the end of this year. And so we’ve got quite the ramp in front of us, and we’re incredibly excited. This comes after a new high water mark in China for us last quarter. We grew revenues including our retail stores at 31%, and we had some very, very strong sales on iPad. iPads in greater China were up 64% year over year, Macs were up 28%. This compares to a tablet market in China that’s growing at 21% per IDC, and a PC market that is contracting by 7%. And so in addition to the great iPhone news with China Mobile and how we’re looking there, we really turned in a stellar quarter in greater China overall, and we are very proud of it.",question_answer,Unscripted,CEO,executive,191,74.99,88.56,56.56,88.14,11.52,55.5,12.57,7.85,1.05,6.81,0,0,0,4.71,5.76,19.37,8.9,6.81,8.38,0,15.18,7.33,4.19,0.52,4.71,1.05,3.66,3.66,0,0,0,0,6.81,0,0,0,0,4.19,0,1.05,0.52,1.57,0.52,0.52,0.52,0.52,0,0,0.52,0,0,0,0.52,13.09,6.81,1.05,3.66,2.62,0,6.81,6.81,0,20.94,2.09,10.47,8.38,2.09,0,0,4.19,0,0,0.52,0,0.52,0,0,0,18.32,4.19,7.33,0,0,0,0,0,0,4.19,0,2.62
2013-10-29,AAPL,Tim Cook,executive,"Thanks, Nancy. Good afternoon, everyone and thank you very much for joining us. We are eager to share with you the results of the final quarter of Apple’s fiscal 2013 with a strong finish to an amazing year and Peter will provide details about the September quarter shortly. But first I’m happy to tell you that Apple’s business is stronger than ever. We are in a unique position of having world class hardware, software and service skills under one road, which enables us to provide an unparallel user experience to 100s of millions of customers. And working with our vibrant developer community, we’ve built a large and thriving ecosystem. We are winning with our products in all the ways that are most important to us, in customer satisfaction, in product usage and in customer loyalty. Our relentless focus on providing innovation that enhances our customer’s lives is evident in extraordinary list of products that we’ve launched in just the last couple of months. From the colorful iPhone 5c and forward thinking iPhone 5s to the powerful new iMac, MacBook Pro and Mac Pro to the stunning iPad Mini with Retina display and the dramatically thinner, lighter and more powerful iPad Air. Thanks to a deep collaboration between our design and engineering teams. We also launched iOS 7 with a stunning new redesign, powerful new features and a great new service called iTunes Radio. We introduced OS X Mavericks bringing new core technologies for breakthrough power efficiency and performance to our Mac and we introduced next generation iLife and iWork apps for iOS and OS X. And we’re making all of this incredible software free because we want our customers to have access to the greatest new features. All of these are products that only Apple could have delivered and most companies would be proud to just have one of them. Looking back, we’re very pleased with Apple’s many accomplishments during fiscal 2013. Our customers had an incredible response to our product line up, buying a 150 million iPhone, 71 million iPads and 16 million Macs across the fiscal year. We expanded the breadth and depth of our ecosystem and we generated over $16 billion revenue from iTunes software and services. We also welcomed almost 400 million visitors to our retail stores and opened or remodeled 49 new stores and for the second year in a row we produced over $50 million in revenue per store. We generated record total company revenue of $171 billion, earnings of $37 billion and operating cash flow of $54 billion. We paid over $8 billion in capital expenditures to both to our supply chain, expand our infrastructure and increased our retail footprint. We also completed 15 strategic acquisitions. That’s an average of one acquisition every three to four weeks. We more than doubled the size of our capital return program to a $100 billion, including the largest share repurchase authorization in history and we become one of the largest dividend payers in the world. In fact, we returned over $36 billion to shareholders to dividend and share repurchases in the last five quarters alone. We remain firmly committed to our objective of delivering attractive returns to shareholders through both our business performance and a return of capital. We review our capital program regularly and our orders engaged in the discussion of capital allocation on an ongoing basis. We have solicited feedback on our capital return program from shareholders in the past. We greatly appreciated their suggestions and we will actively seek their input again this year. As we’ve in the past, the Board and the Management team will consider a wide range of issues and be thoughtful and deliberate and we will announce any changes to our current program in the first part of the new calendar year. We are off to a great start in fiscal year ’14. We continue to be very confident in Apple’s future and we see significant opportunities ahead of us and both current product categories and new ones. We are participating in large and growing markets. Today smartphone penetration of the global handset market is only a little over 50%. The smartphone category is expected to grow significantly in the next few years from about 1 billion units per year this year to over 1.7 billion in 2017. And the tablet market is growing at an even faster way from about 225 billion units this year to over 400 million in 2017. We are continuing to invest in R&D and distribution, we’re expanding our geographic coverage and we’re building upon a phenomenal, but still very young retail store presence. We are also proud to be a force for good in the world beyond our products, whether its improving working conditions of the environment, standing up for human rights, helping eliminate AIDS or reinventing education, Apple is making substantial contributions to society. I would like to thank all of our customers and our long-term shareholders for their loyalty and I’d also like to thank Apple’s many talented employees who have worked tirelessly to bring us this far and who are passionately focused on making great products that enrich people’s lives. I’d now turn the call over to Peter to discuss the details of the most recent quarter. Peter?",management_discussion,Scripted,CEO,executive,880,90.33,96.25,31.94,94.12,27.16,45.34,10.8,8.75,0.45,7.5,0.34,0,0.45,2.05,6.25,16.02,4.77,2.95,6.48,0,8.64,5.57,2.05,0.45,6.48,2.61,4.66,4.55,0.11,0,0,0.11,11.25,0,0,0,0,6.7,0.68,2.61,0.57,0.8,1.48,0.8,0.68,0.45,0.11,0,0.68,0.11,0.45,0.23,0,15.11,8.75,2.73,3.52,1.25,0,1.14,6.59,0.8,16.82,1.7,8.86,6.7,6.7,0.68,0.11,3.98,0,0,0.23,0,0.23,0,0,0,10.68,4.43,2.73,0,0,0.11,0,0.11,0,2.16,0,1.14
2012-04-25,AAPL,Tim Cook,executive,"No. China is not supply-demand imbalanced on iPhone. On iPad, worldwide, we're supply constrained on the new iPad, both coming out of last quarter. And to give you a current view, we're still supply constrained on the new iPad. Demand has been incredibly robust, and we are selling them as fast as we can make them, as Peter mentioned earlier. In China, I believe on a macro basis, China has an enormous number of people moving into the higher income groups, middle class, if you will. And this is creating a demand for goods, not just Apple's but other companies' goods as well. And so I think there's a tremendous opportunity for companies that understand China, and we're doing everything we can to understand it and serve the market as good as we can.",question_answer,Unscripted,Chief Executive Officer and Director,executive,135,58.95,86.68,62.82,79.71,14.81,54.81,13.33,9.63,1.48,5.19,1.48,0,1.48,3.7,6.67,14.81,8.89,3.7,11.11,2.22,16.3,8.15,6.67,0,0.74,1.48,2.96,2.96,0,0,0,0,11.85,0,0,0,0,9.63,2.96,2.22,0.74,0.74,0.74,3.7,0.74,0.74,0,0,0,0,0,0,0,11.85,5.93,1.48,3.7,1.48,0,1.48,14.07,1.48,15.56,2.22,8.89,5.19,3.7,0,0,2.22,0,0,0.74,0,0,0,0.74,0,20,5.93,8.89,0,0,0,0,0.74,0,4.44,0,0
2013-01-24,AAPL,Tim Cook,executive,"Yeah. If you look at our total China, total Greater China, which would include our retail stores that are in China. Our revenues were $7.3 billion in the quarter. So, this is incredibly high, it’s up over 60% year-on-year. And again, that’s comparing 13 to 14 weeks and so it’s really the underlying growth, it’s higher than that. We saw exceptional growth in iPhones into the triple digits. iPad, we shipped iPad very late in the quarter in December, and despite that, saw very nice growth. We are expanding in Apple retail there. In the year ago quarter, we had 6 stores we now have 11. We obviously have many more to open there. In our premium resellers, we went over 400, up from a little over 200 in the previous year. And we increased iPhone point of sales from 7,000 to over 17,000 there. And now this isn’t nearly what we need and it’s not the final by any means, we are not even close to that, but we are making, I feel that we are making great progress that was just over there recently. And I was talking to a lot of different people and I am very happy with how things are going.",question_answer,Unscripted,Chief Executive Officer,executive,210,43.23,84.14,84.71,61.9,11.9,58.1,17.14,9.52,1.43,7.62,0.48,0,0,7.62,4.29,15.24,10,8.1,6.19,1.43,15.71,6.19,3.33,1.43,7.62,3.33,1.9,1.9,0,0,0,0,9.05,0,0,0,0,10.48,0.95,1.43,1.43,1.9,1.43,4.29,1.9,1.43,0,0.48,0,0,0,0,0,12.86,7.62,0.48,4.29,0.48,0,4.29,11.43,0.48,21.9,2.86,12.38,6.67,0.95,0,0,2.86,0,0,0.48,0,0,0.48,0,0,19.52,6.67,8.1,0,0,0,0,0.95,0,2.86,0,0.95
2016-01-27,AAPL,Tim Cook,executive,"The market itself, we don't spend a lot of time on predicting. Our view has always been that if we do -- if we make a great product and have a great experience that we ought to be able to convince enough people to move over. And so as I look at sort of your -- maybe your broader umbrella point about a question on saturation, the metrics I see would strongly suggest otherwise. For example, almost half of the iPhones that we sold in China last quarter were to people who were buying their first iPhone. And certainly if you go outside of China into the other emerging markets, our share is much lower and the LTE penetration is so low, I mean in some cases, it's zero, that it indicates to me that there's still a lot of people, a tremendous number of people in the world, that will buy smartphones and we ought to be able to win over our fair share of those.",question_answer,Unscripted,CEO,executive,165,62.84,92.7,25.07,87.86,13.94,59.39,17.58,10.3,2.42,5.45,1.82,0,0.61,7.27,7.27,16.36,10.3,4.24,7.27,0.61,15.15,4.24,1.82,0.61,2.42,2.42,6.06,4.85,1.21,0,0,1.21,13.33,0,0,0,0,12.73,1.82,1.21,3.64,6.06,1.21,3.03,2.42,1.82,0,0,0,0,0,0,0,13.33,6.67,2.42,3.64,1.82,0,2.42,11.52,1.21,13.33,1.21,9.09,3.03,1.82,0,0,3.64,0,0,0,0,0,0,0,0,12.73,3.03,5.45,0,0,0,0,2.42,0,1.82,0,0
2014-10-21,AAPL,Tim Cook,executive,"And this weekend -- this past weekend we launched it with China Mobile, China Unicom and China Telecom. This was the first time we've launched a new iPhone with all three carriers and we've done it at the early stages of the 4G rollout and so I am incredibly bullish over it. In terms of subsidies there are regulatory pressures on subsidies. We have -- we've seen that. However, only 20% of the iPhones that we've been selling in China have had a traditional subsidy applied to it and so the vast majority don't. And so will it make a difference with that 20%, I don't know yet. Intuitively you were thinking, it would, but it's at least a percentage of a 20% instead of a percentage of 100%. And so when I look at China, I see an enormous market where there are more people graduating into the middle class than any nation on earth in history and just an incredible market where people brought the latest technology and products that we were providing. And so we're investing like crazy in the market. We're more than doubling our stores. We've got 15 in Greater China today. We're going to be close to 40 in the next couple of years. We've expanded our online store to cover now 315 cities in China. The revenue results for Q4 were up more than double the previous year. The App Store is growing. Chinese developers have now created a 150,000 apps -- of the apps on the App Store and so I see lots of very, very positive factors there and I couldn’t be more excited.",question_answer,Unscripted,CEO,executive,271,59.13,73.48,62.3,38.92,18.08,55.35,12.92,7.75,2.21,5.17,0.37,0,0,5.17,8.49,13.65,10.33,7.75,7.75,1.11,16.24,7.38,4.8,1.11,4.8,5.17,2.21,1.48,0.74,0.37,0,0,6.64,0,0,0,0,7.75,0.74,2.21,0.74,0.74,0.74,2.58,1.48,1.48,0,0,0,0,0,0,0,8.86,5.54,0.74,1.48,1.11,0,7.01,8.49,0.74,18.08,2.21,9.23,6.64,3.32,0.74,0,3.69,0,0,1.48,0,1.48,0,0,0,17.34,5.9,2.95,0,0,0,0,2.21,0,4.8,0,1.48
2019-10-31,AAPL,Tim Cook,executive,"Michael, it's Tim. The Wearables have done extremely well. It was acceleration further from the previous quarter. So we're thrilled with the results as to what's driving it it's the totality that's driving it. For some people it's about fitness; for some people, it's about health; for some other people, it's about communication; and for some people, it's all of the above. And I think the new feature of Always-On on Series 5 is a game changer for many of our users. And in terms of other health-related things that we have going, we will be continuing to build out our health records connection into the health app, really democratizes the information about people's health, and so they can easily go from doctor to doctor. We've got the research going that I had mentioned earlier, there will be more of those through time, and obviously we've got things that we're not going to talk about just yet that we're working on. But as I've said before, my view is there will be a day in the future that we look back, and Apple's greatest contribution will be to people's health.",question_answer,Unscripted,Chief Executive Officer,executive,192,45.87,88.44,42.02,65.25,16.67,60.94,18.75,7.81,2.08,5.21,0,0,0.52,10.94,6.25,18.23,14.06,7.81,5.73,0.52,20.31,4.17,3.65,0.52,1.04,4.17,2.08,2.08,0,0,0,0,11.98,0,0,0,0,8.85,1.56,0.52,0,2.08,2.08,2.6,1.56,1.04,0.52,0,4.69,0,4.69,0,0,9.9,6.25,0.52,2.08,1.04,0,5.21,13.02,4.17,13.54,3.12,5.73,5.21,2.08,1.04,0,0,0,0,1.04,0,0.52,0,0.52,0,21.88,4.69,5.73,0,1.56,0,0,1.04,0,8.85,0,0
2012-10-26,AAPL,Tim Cook,executive,"It’s a hypothetical question, hence so we think, we’ve made great choices on the product and the prices and as you know our customary practice, long-standing customary practice is just to guide for the current quarter, and so I would want to talk about what we might do post that.",question_answer,Unscripted,Chief Executive Officer,executive,51,22.83,98.38,11.28,62.94,21.57,58.82,17.65,11.76,1.96,7.84,1.96,0,0,5.88,7.84,11.76,11.76,9.8,11.76,0,19.61,3.92,1.96,1.96,1.96,0,1.96,1.96,0,0,0,0,13.73,0,0,0,0,21.57,7.84,5.88,3.92,5.88,0,0,0,0,0,0,0,0,0,0,0,13.73,7.84,3.92,0,1.96,0,3.92,19.61,1.96,7.84,0,3.92,1.96,5.88,0,0,1.96,0,0,0,0,0,0,0,0,15.69,1.96,7.84,0,0,0,0,1.96,0,3.92,0,0
